timestamp,heart_rate,hrv,subject_id
0.0,75.0,39.23966665435558,pathological_001
0.25,75.78217232520116,60.299840096543186,pathological_001
0.5,76.54508497187474,62.0540101030345,pathological_001
0.75,77.26995249869773,49.328951837086116,pathological_001
1.0,77.93892626146237,52.49853490576647,pathological_001
1.25,78.53553390593274,47.679265045337694,pathological_001
1.5,79.04508497187474,36.65981062734368,pathological_001
1.75,79.45503262094184,61.108105410452204,pathological_001
2.0,79.75528258147577,43.20426124879527,pathological_001
2.25,79.9384417029757,24.43484034636047,pathological_001
2.5,80.0,46.62898191942241,pathological_001
2.75,79.9384417029757,29.3253281940507,pathological_001
3.0,79.75528258147577,31.50364177028914,pathological_001
3.25,79.45503262094184,34.19653558322285,pathological_001
3.5,79.04508497187474,33.18670770292039,pathological_001
3.75,78.53553390593274,10.349272681520358,pathological_001
4.0,77.93892626146237,44.72430432390345,pathological_001
4.25,77.26995249869773,30.827375012886073,pathological_001
4.5,76.54508497187474,15.628819832027396,pathological_001
4.75,75.78217232520116,29.751707684630357,pathological_001
5.0,75.0,31.203345928496663,pathological_001
5.25,74.21782767479884,34.309368966762605,pathological_001
5.5,73.45491502812527,38.026663084840855,pathological_001
5.75,72.73004750130227,59.464103069654,pathological_001
6.0,72.06107373853763,44.699563578527616,pathological_001
6.25,71.46446609406726,48.11484774666945,pathological_001
6.5,70.95491502812527,57.686594979535194,pathological_001
6.75,70.54496737905816,78.42248096338838,pathological_001
7.0,70.24471741852423,53.135902598495335,pathological_001
7.25,70.0615582970243,36.25598269322059,pathological_001
7.5,70.0,22.079820276261376,pathological_001
7.75,70.0615582970243,15.358570835136987,pathological_001
8.0,70.24471741852423,10.0,pathological_001
8.25,70.54496737905816,29.628190264714178,pathological_001
8.5,70.95491502812526,31.990239692488604,pathological_001
8.75,71.46446609406726,16.76402322302377,pathological_001
9.0,72.06107373853763,41.95811253718061,pathological_001
9.25,72.73004750130227,25.331786468313815,pathological_001
9.5,73.45491502812526,38.38334153702157,pathological_001
9.75,74.21782767479884,25.49840692571133,pathological_001
10.0,75.0,38.30466206773705,pathological_001
10.25,75.78217232520116,49.652893412144046,pathological_001
10.5,76.54508497187473,50.73765069336465,pathological_001
10.75,77.26995249869773,45.64503561800349,pathological_001
11.0,77.93892626146237,64.9113356648947,pathological_001
11.25,78.53553390593274,47.718025143302604,pathological_001
11.5,79.04508497187473,61.61855844219133,pathological_001
11.75,79.45503262094184,58.657154536947495,pathological_001
12.0,79.75528258147577,41.67855265761092,pathological_001
12.25,79.9384417029757,50.744908825107714,pathological_001
12.5,80.0,33.309884723939106,pathological_001
12.75,79.9384417029757,36.10857625848763,pathological_001
13.0,79.75528258147577,45.05651674899228,pathological_001
13.25,79.45503262094184,10.0,pathological_001
13.5,79.04508497187474,10.0,pathological_001
13.75,78.53553390593274,19.74367520510255,pathological_001
14.0,77.93892626146237,33.466410577808446,pathological_001
14.25,77.26995249869773,15.141545749244502,pathological_001
14.5,76.54508497187474,39.28549556845219,pathological_001
14.75,75.78217232520116,38.03940145013094,pathological_001
15.0,75.0,45.637250971936375,pathological_001
15.25,74.21782767479884,48.28935585544077,pathological_001
15.5,73.45491502812527,43.429651190865115,pathological_001
15.75,72.73004750130227,63.48513518588809,pathological_001
16.0,72.06107373853763,49.438762023491336,pathological_001
16.25,71.46446609406726,77.40238741002793,pathological_001
16.5,70.95491502812527,43.46309839294157,pathological_001
16.75,70.54496737905816,54.98432279513409,pathological_001
17.0,70.24471741852423,43.90587782725941,pathological_001
17.25,70.0615582970243,34.33713177013157,pathological_001
17.5,70.0,35.63482795248789,pathological_001
17.75,70.0615582970243,24.378985142366776,pathological_001
18.0,70.24471741852423,16.15712195983552,pathological_001
18.25,70.54496737905816,35.522261683155186,pathological_001
18.5,70.95491502812526,34.632185723343255,pathological_001
18.75,71.46446609406726,23.302563871920007,pathological_001
19.0,72.06107373853763,18.043832525059035,pathological_001
19.25,72.73004750130227,25.60169399862088,pathological_001
19.5,73.45491502812526,28.755870841532673,pathological_001
19.75,74.21782767479884,34.51589617301862,pathological_001
20.0,91.99694213558978,18.010623833034405,pathological_001
20.25,120.33415765134373,26.38909575859789,pathological_001
20.5,99.1356052917773,23.274296322992672,pathological_001
20.75,133.19017047223258,19.5297385501062,pathological_001
21.0,125.29396119027714,22.61166838791067,pathological_001
21.25,152.21512459614962,21.5353671972226,pathological_001
21.5,128.84720744016784,16.378721360115357,pathological_001
21.75,118.7659654009413,10.0,pathological_001
22.0,99.87720699286187,10.0,pathological_001
22.25,141.6326622090442,10.115515508784592,pathological_001
22.5,114.66871664188133,30.47909897672464,pathological_001
22.75,71.2241691181984,13.117174941110878,pathological_001
23.0,112.44078893120546,27.978023690062393,pathological_001
23.25,121.62810918213853,22.077357488282992,pathological_001
23.5,145.71575949081767,18.271303989503696,pathological_001
23.75,162.44076005784098,21.15480428945162,pathological_001
24.0,159.03961558099274,21.537662194126398,pathological_001
24.25,64.32949648568018,18.992964417994685,pathological_001
24.5,109.26532094813894,26.881802908623627,pathological_001
24.75,103.7914245782003,22.320835371790626,pathological_001
25.0,115.3700536203693,23.66725099199697,pathological_001
25.25,100.23858144834405,17.863741116013006,pathological_001
25.5,122.88471206269413,23.216547070201585,pathological_001
25.75,139.8986144390954,11.711851203771161,pathological_001
26.0,111.47010381032078,24.877302522652812,pathological_001
26.25,134.91556093216442,21.294849857935116,pathological_001
26.5,106.14754740091283,23.082614876299495,pathological_001
26.75,127.59790590538711,25.11868808312077,pathological_001
27.0,144.28124191106807,15.175351659269502,pathological_001
27.25,96.27694822859377,17.639401867713715,pathological_001
27.5,114.37053902209702,17.054454961386686,pathological_001
27.75,140.65619031548297,28.660873012215873,pathological_001
28.0,139.19490703740746,23.81717999538682,pathological_001
28.25,140.66717066195622,18.179926984103073,pathological_001
28.5,139.54159900843757,20.094397857129326,pathological_001
28.75,94.05059205215234,27.418297006621458,pathological_001
29.0,99.06729291042032,21.787475577997462,pathological_001
29.25,167.28894481543915,19.42459139393719,pathological_001
29.5,137.83013162126556,22.361211633131873,pathological_001
29.75,118.44071457422226,16.816180603982087,pathological_001
30.0,75.0,41.56233168315261,pathological_001
30.25,75.78217232520116,43.10924937363585,pathological_001
30.5,76.54508497187474,50.24652332442188,pathological_001
30.75,77.26995249869773,49.447573233940545,pathological_001
31.0,77.93892626146236,41.91116247577057,pathological_001
31.25,78.53553390593274,40.51823240803844,pathological_001
31.5,79.04508497187473,46.26881922203937,pathological_001
31.75,79.45503262094184,49.623781402093634,pathological_001
32.0,79.75528258147577,70.6465856774252,pathological_001
32.25,79.9384417029757,64.12991573272254,pathological_001
32.5,80.0,51.97703150274398,pathological_001
32.75,79.9384417029757,46.161400401858735,pathological_001
33.0,79.75528258147577,43.884056026838394,pathological_001
33.25,79.45503262094184,27.641305883185883,pathological_001
33.5,79.04508497187474,19.834378521172255,pathological_001
33.75,78.53553390593274,20.951243688134515,pathological_001
34.0,77.93892626146237,34.17074720752758,pathological_001
34.25,77.26995249869773,24.752353563889834,pathological_001
