timestamp,heart_rate,hrv,subject_id
0.0,69.56270463080223,53.37889581388531,multimodal_003
0.25,69.55457356045032,43.76442572909005,multimodal_003
0.5,66.93860750865628,47.675731825937106,multimodal_003
0.75,70.56992720824638,49.87657206731469,multimodal_003
1.0,70.2943329071729,47.42345682971922,multimodal_003
1.25,74.84471014460131,53.016813034292355,multimodal_003
1.5,70.92423282924939,60.96853245420809,multimodal_003
1.75,72.98862199659233,51.23073732668381,multimodal_003
2.0,72.28714736274155,48.7423957932934,multimodal_003
2.25,70.57711660181813,53.94585118234931,multimodal_003
2.5,75.57676219531292,54.120190970726206,multimodal_003
2.75,69.36351363720952,64.63398341108274,multimodal_003
3.0,75.77486276565921,61.88123675151442,multimodal_003
3.25,72.14337154463206,56.96774286645119,multimodal_003
3.5,73.80016134419816,48.82571295560419,multimodal_003
3.75,73.17540441062503,48.087541216756826,multimodal_003
4.0,74.78831955870116,58.32036988631886,multimodal_003
4.25,74.14100724729884,52.61411876599513,multimodal_003
4.5,72.44397789310844,43.85912455716416,multimodal_003
4.75,76.59929099903236,44.795713567274504,multimodal_003
5.0,73.5362426988805,39.6693837375591,multimodal_003
5.25,76.98247112615798,35.86085788990815,multimodal_003
5.5,73.13490815330879,38.22332841529739,multimodal_003
5.75,75.91953043283226,47.056202489031186,multimodal_003
6.0,76.60954929151669,35.3279910441683,multimodal_003
6.25,76.30919816795969,33.19480847857217,multimodal_003
6.5,80.14308713467693,34.242865159744504,multimodal_003
6.75,73.00504594203102,37.0267066309878,multimodal_003
7.0,73.77441585322124,32.27510046364782,multimodal_003
7.25,72.30342832374413,42.73880394638609,multimodal_003
7.5,74.61713176143887,38.41698538086294,multimodal_003
7.75,70.34519746110243,34.75988506920221,multimodal_003
8.0,75.79323856055639,31.219790071344026,multimodal_003
8.25,71.18073438124414,30.29206309770094,multimodal_003
8.5,77.63510620988103,33.934904127186265,multimodal_003
8.75,71.79294827868898,35.59743127325803,multimodal_003
9.0,73.53349333939082,47.31795703809439,multimodal_003
