timestamp,pupil_diameter_left,pupil_diameter_right,subject_id
0.0,2.840269346154542,3.323670656257891,multimodal_003
0.004,3.1054309241180578,3.320617827883325,multimodal_003
0.008,3.0718974584178005,3.274541689612491,multimodal_003
0.012,2.962160625399778,3.4394333210606,multimodal_003
0.016,3.0292357858027614,3.2982367742558942,multimodal_003
0.02,3.1143004013993494,3.4539067516679536,multimodal_003
0.024,2.9351142813959807,3.3514181148017057,multimodal_003
0.028,3.002263943451617,3.407853556440033,multimodal_003
0.032,2.8746313970421005,3.311346011457761,multimodal_003
0.036000000000000004,2.8982014047489804,3.2932591501041792,multimodal_003
0.04,3.0307386357225523,3.4757499148713764,multimodal_003
0.044,3.1522812480804974,3.4258355453515232,multimodal_003
0.048,2.975409678751955,3.3578000592176465,multimodal_003
0.052000000000000005,2.941088677952939,3.286895710845794,multimodal_003
0.056,2.8804349652778773,3.4373047943386883,multimodal_003
0.06,3.136114479417801,3.0328200313239027,multimodal_003
0.064,3.0293360921155523,3.1422490887275174,multimodal_003
0.068,3.0407029464932234,3.418834168359926,multimodal_003
0.07200000000000001,3.085221703215043,3.385107394982892,multimodal_003
0.076,2.9654829511606127,3.303106170027015,multimodal_003
0.08,2.972571518327206,3.4464900330572728,multimodal_003
0.084,2.9655734654602313,3.225797015917796,multimodal_003
0.088,3.1353273596203035,3.4089940285407927,multimodal_003
0.092,3.014702725222894,3.51799232389563,multimodal_003
0.096,3.201349991791553,3.394674265263024,multimodal_003
0.1,2.9926181647015246,3.4062686260147217,multimodal_003
0.10400000000000001,2.9487668589008234,3.400789946823644,multimodal_003
0.108,3.0174107729255364,3.369135896704839,multimodal_003
0.112,3.0022294468432515,3.5606458156781886,multimodal_003
0.116,3.1326193310293378,3.477240320920011,multimodal_003
0.12,2.948795845816129,3.368871648417458,multimodal_003
0.124,2.907239974098356,3.371097636347602,multimodal_003
0.128,2.8069671452802205,3.2726319280832814,multimodal_003
0.132,3.0387282066102133,3.3534979202042687,multimodal_003
0.136,3.2519208482489717,3.4307397069776377,multimodal_003
0.14,3.0782804457617696,3.3487293678834233,multimodal_003
0.14400000000000002,3.0031796750913253,3.1971235012782513,multimodal_003
0.148,3.0227974942052547,3.420588475970741,multimodal_003
0.152,2.9593864833421333,3.4365888042778807,multimodal_003
0.156,2.882334620080191,3.3513169942553103,multimodal_003
0.16,2.95177033410353,3.339736695147715,multimodal_003
0.164,2.993350828835374,3.473236264877351,multimodal_003
0.168,3.136667828688293,3.3369589949746095,multimodal_003
0.17200000000000001,2.8999493330301993,3.507009527719457,multimodal_003
0.176,3.0892013083679926,3.5437783490441945,multimodal_003
0.18,3.1619746148259713,3.494730951521285,multimodal_003
0.184,3.002546506838811,3.16470343617672,multimodal_003
0.188,3.1029318943187048,3.500602047523966,multimodal_003
0.192,3.003557525037169,3.5146182335696907,multimodal_003
0.196,3.2178552923921413,3.4475795734634658,multimodal_003
0.2,3.0123298831226375,3.409438099241483,multimodal_003
0.20400000000000001,3.0537647940774715,3.492103321511726,multimodal_003
0.20800000000000002,3.171633536223567,3.4233592266422357,multimodal_003
0.212,3.0930373301655,3.437592444558322,multimodal_003
0.216,3.1246879692571405,3.4781981738401435,multimodal_003
0.22,3.1879660910040135,3.3604889146992356,multimodal_003
0.224,2.9586409772047966,3.348026157652892,multimodal_003
0.228,3.1639231383743818,3.454256438105211,multimodal_003
0.232,3.036964686667726,3.508861592645357,multimodal_003
0.23600000000000002,3.0575424627775427,3.4110917741960756,multimodal_003
0.24,2.954888931635522,3.2702084566446654,multimodal_003
0.244,3.1087084142866908,3.26778555139115,multimodal_003
0.248,3.1229079155326,3.2447664423120575,multimodal_003
0.252,3.0888709175136944,3.443450525177437,multimodal_003
0.256,3.088140492235691,3.4653930682473892,multimodal_003
0.26,3.2696602537593265,3.4902427137360212,multimodal_003
0.264,3.0074934221347456,3.4059805047177245,multimodal_003
0.268,3.0919338146996456,3.3855949384310002,multimodal_003
0.272,3.0571941747069324,3.505462996698496,multimodal_003
0.276,2.9935035101988534,3.3192345116734234,multimodal_003
0.28,3.280313904533653,3.466102370085145,multimodal_003
0.28400000000000003,3.0251834639926347,3.2648881651489194,multimodal_003
0.28800000000000003,2.9784646086672875,3.2480122039622112,multimodal_003
0.292,3.0387276361817968,3.6715321187174483,multimodal_003
0.296,3.11048609970498,3.383770589491678,multimodal_003
0.3,3.0761107825262415,3.3204085327568507,multimodal_003
0.304,3.1109144744721973,3.3589142846900644,multimodal_003
0.308,3.145724597851469,3.2425603025644123,multimodal_003
0.312,3.228124157150566,3.4664282761398404,multimodal_003
0.316,2.9553108389688147,3.442471708611364,multimodal_003
0.32,3.141269626309808,3.4379336118010855,multimodal_003
0.324,2.9476281435033402,3.537269136567756,multimodal_003
0.328,3.110014512017978,3.7236630902624634,multimodal_003
0.332,3.0381897130429323,3.433820145500919,multimodal_003
0.336,3.1066485838656446,3.4732879458425345,multimodal_003
0.34,3.1837137180482937,3.5378971451539036,multimodal_003
0.34400000000000003,3.1570111142252033,3.268631577150539,multimodal_003
0.34800000000000003,3.13072488735563,3.4802674434853755,multimodal_003
0.352,3.0268370340004704,3.620855531065438,multimodal_003
0.356,3.2400042157183635,3.143315895253553,multimodal_003
0.36,3.140188278457411,3.609367313105357,multimodal_003
0.364,3.286822286555121,3.408709779396737,multimodal_003
0.368,2.8998201942294126,3.574596161782848,multimodal_003
0.372,3.3024408314953684,3.450223388160131,multimodal_003
0.376,2.97225743860758,3.480528854934132,multimodal_003
0.38,3.196228452993094,3.3567005085071093,multimodal_003
0.384,3.213031817852718,3.4587832480762466,multimodal_003
0.388,3.190996366686968,3.4303397618644316,multimodal_003
0.392,3.2413360795109756,3.394543530836723,multimodal_003
0.396,3.204056355343012,3.4057567152903787,multimodal_003
0.4,3.0923706546284695,3.417528296054988,multimodal_003
0.404,3.080884324514995,3.395374511543771,multimodal_003
0.40800000000000003,3.097901923402245,3.3990082511207227,multimodal_003
0.41200000000000003,3.1006152094714934,3.5064155918102498,multimodal_003
0.41600000000000004,3.230513350006869,3.468039090732102,multimodal_003
0.42,3.112184974404203,3.428988173010755,multimodal_003
0.424,3.2647548460924596,3.4712132690964195,multimodal_003
0.428,3.3242983203999965,3.3370558220355617,multimodal_003
0.432,3.2425044554569444,3.3075594727346482,multimodal_003
0.436,3.3300685294092953,3.41882853457062,multimodal_003
0.44,2.9533929187117667,3.278387103518182,multimodal_003
0.444,3.1433447926733304,3.4025523027123277,multimodal_003
0.448,3.3024573805235913,3.595786740774686,multimodal_003
0.452,3.2086148893537105,3.519165083524457,multimodal_003
0.456,2.977648692581052,3.44666081920214,multimodal_003
0.46,3.263899946383368,3.2557397779448403,multimodal_003
0.464,3.2857064048991953,3.4228131438320886,multimodal_003
0.468,3.068618391902232,3.4890152347426713,multimodal_003
0.47200000000000003,3.205600238918059,3.509892676586686,multimodal_003
0.47600000000000003,2.994649709120433,3.425433238754123,multimodal_003
0.48,3.078813447995704,3.4167614819304526,multimodal_003
0.484,3.2759393796076535,3.338050803987883,multimodal_003
0.488,3.216649490063518,3.3681905357626785,multimodal_003
0.492,3.169131252424391,3.32798674321679,multimodal_003
0.496,3.2615072093126356,3.5522743844367497,multimodal_003
0.5,3.1070275139816097,3.590735898282804,multimodal_003
0.504,3.1231241725339123,3.5614031227464054,multimodal_003
0.508,3.3102857074209435,3.472896415357876,multimodal_003
0.512,3.118857210358745,3.4688412153392516,multimodal_003
0.516,3.1196148740984864,3.2971549469580554,multimodal_003
0.52,3.24435369642119,3.361471455342306,multimodal_003
0.524,3.0636176190775397,3.5235078481267244,multimodal_003
0.528,3.2221558287954517,3.4732379449880297,multimodal_003
0.532,3.1758174583138103,3.3932070276133994,multimodal_003
0.536,3.3537458874378387,3.5803202944279056,multimodal_003
0.54,3.2515486898752575,3.7317104949651174,multimodal_003
0.544,3.073675016260925,3.5686432791988723,multimodal_003
0.548,3.0448129789527183,3.494232518859192,multimodal_003
0.552,3.2650383707319346,3.5327472259869923,multimodal_003
0.556,3.1805088077265755,3.6135482587441445,multimodal_003
0.56,3.171086012535357,3.36406168600929,multimodal_003
0.5640000000000001,3.117705221256126,3.3929604547464103,multimodal_003
0.5680000000000001,3.1623098252434327,3.4801409814031077,multimodal_003
0.5720000000000001,3.1637308594510594,3.530455445371174,multimodal_003
0.5760000000000001,3.240234493742166,3.4943325732992063,multimodal_003
0.58,3.079714353809122,3.5510043467856107,multimodal_003
0.584,3.079763787920945,3.523650984705803,multimodal_003
0.588,3.3084141286983617,3.5337642629981216,multimodal_003
0.592,3.0745766990574603,3.3084593431946145,multimodal_003
0.596,2.955913497487527,3.542645967202786,multimodal_003
0.6,3.197087055451012,3.4756785623755584,multimodal_003
0.604,3.264651556724172,3.4421622521123796,multimodal_003
0.608,3.193299258800153,3.56776837460817,multimodal_003
0.612,3.141608294983804,3.386207942621377,multimodal_003
0.616,3.1893642093188435,3.399805534271911,multimodal_003
0.62,3.2133765867722177,3.6771851647788694,multimodal_003
0.624,3.174307914341094,3.439145018721957,multimodal_003
0.628,3.2571153545175715,3.418845300140576,multimodal_003
0.632,3.080080663318966,3.3811125950665213,multimodal_003
0.636,3.0843848924519954,3.4074089904123834,multimodal_003
0.64,3.286291989926309,3.4687816577191675,multimodal_003
0.644,3.3058963404718638,3.3354851692111778,multimodal_003
0.648,3.3429487313440855,3.438457696697457,multimodal_003
0.652,3.285042515903473,3.417515298289809,multimodal_003
0.656,3.187404000774069,3.4067988003412926,multimodal_003
0.66,3.2032504188638766,3.3906171380506964,multimodal_003
0.664,3.223186602331113,3.419559425297132,multimodal_003
0.668,2.9248133682106054,3.508546988183838,multimodal_003
0.672,3.017931709712313,3.530432779310295,multimodal_003
0.676,3.2637691383969316,3.4766473839159104,multimodal_003
0.68,3.340665262262508,3.4137959548285495,multimodal_003
0.684,3.0558669575149775,3.4397159030125968,multimodal_003
0.6880000000000001,3.1797224778779154,3.4474545624973927,multimodal_003
0.6920000000000001,3.132464692016211,3.4624632147704597,multimodal_003
0.6960000000000001,3.1949356121607644,3.4717001589586225,multimodal_003
0.7000000000000001,3.1049218877310176,3.600027638984803,multimodal_003
0.704,3.192674619188963,3.3515653365291436,multimodal_003
0.708,3.3781814187503483,3.55631076339475,multimodal_003
0.712,3.0330493085919876,3.344052981253197,multimodal_003
0.716,3.1579663723416442,3.4689769879193766,multimodal_003
0.72,3.2541616248125274,3.4625119720373942,multimodal_003
0.724,3.1949756417788957,3.445993966912701,multimodal_003
0.728,3.256785665730773,3.4541626622968455,multimodal_003
0.732,3.3489628266433704,3.484789460161398,multimodal_003
0.736,3.26375251660163,3.4136160386714507,multimodal_003
0.74,3.2066177474960447,3.3607101874833005,multimodal_003
0.744,3.1369702384561693,3.5370215365953483,multimodal_003
0.748,3.2940349171848484,3.753111239822926,multimodal_003
0.752,3.118062224895775,3.6243463049313753,multimodal_003
0.756,3.2415982248514315,3.7689203942784144,multimodal_003
0.76,3.3807483290456317,3.515294494289225,multimodal_003
0.764,3.2261959293381266,3.433901848645453,multimodal_003
0.768,3.28413992404434,3.528553769302827,multimodal_003
0.772,3.267525647481043,3.4860823767600464,multimodal_003
0.776,3.257520314173215,3.5733578597887248,multimodal_003
0.78,3.2162755934708733,3.5277983587446533,multimodal_003
0.784,3.343355736966396,3.4202873114601817,multimodal_003
0.788,3.4382953601566557,3.3902247520189834,multimodal_003
0.792,3.274444099173701,3.4187666861675314,multimodal_003
0.796,3.2304983563717786,3.419004939591071,multimodal_003
0.8,3.298244855762286,3.5818655887018527,multimodal_003
0.804,3.345765958053057,3.4558184364251323,multimodal_003
0.808,3.289123637067241,3.3400701968330457,multimodal_003
0.812,3.2472226670797957,3.594072555285056,multimodal_003
0.8160000000000001,2.969062508389328,3.688964082577235,multimodal_003
0.8200000000000001,3.368120752602115,3.572570066061871,multimodal_003
0.8240000000000001,3.238404634093386,3.6063064083693117,multimodal_003
0.8280000000000001,3.24772847359471,3.3677545387904564,multimodal_003
0.8320000000000001,3.347851853196538,3.5751080802030457,multimodal_003
0.836,3.3224208687097208,3.441907635484335,multimodal_003
0.84,3.15720250946525,3.5743355611349577,multimodal_003
0.844,3.1173689568946163,3.495466681703576,multimodal_003
0.848,3.1778939096191223,3.5399130027492514,multimodal_003
0.852,3.189024443985861,3.5311408850503527,multimodal_003
0.856,3.2109296380622365,3.3633097455711503,multimodal_003
0.86,3.4356340573136364,3.518393464426415,multimodal_003
0.864,3.313558358412439,3.524342648706148,multimodal_003
0.868,3.3914503705643217,3.4274009722895986,multimodal_003
0.872,3.1317747257249255,3.42991273363402,multimodal_003
0.876,3.3763907281763865,3.284395882902543,multimodal_003
0.88,3.2730884215348297,3.4969673252391775,multimodal_003
0.884,3.125087937076812,3.554100158096321,multimodal_003
0.888,3.3325696817386907,3.482580821127468,multimodal_003
0.892,3.3677090056257697,3.37695966649933,multimodal_003
0.896,3.356316876979502,3.374929356664861,multimodal_003
0.9,3.182697000063945,3.5786508615150447,multimodal_003
0.904,3.144537143520584,3.4737545675539443,multimodal_003
0.908,3.3802113791800577,3.462400135017304,multimodal_003
0.912,3.4229325519442724,3.3971490577284715,multimodal_003
0.916,3.1884452789752364,3.4830455437884087,multimodal_003
0.92,3.2125805157150356,3.6008989689615705,multimodal_003
0.924,3.4990586958399392,3.547082234674908,multimodal_003
0.928,3.3262652582117003,3.4711705827054105,multimodal_003
0.932,3.223259603546798,3.7121336991601694,multimodal_003
0.936,3.251347183642447,3.453252945042748,multimodal_003
0.9400000000000001,3.1755663027144365,3.802362681414368,multimodal_003
0.9440000000000001,3.337185759096232,3.508763715154218,multimodal_003
0.9480000000000001,3.1963641451567253,3.576563344491748,multimodal_003
0.9520000000000001,3.3391581319152226,3.415105079991053,multimodal_003
0.9560000000000001,3.3464555490101717,3.592471060492718,multimodal_003
0.96,3.2003558287288785,3.372764103478038,multimodal_003
0.964,3.3081913464500956,3.647627831469481,multimodal_003
0.968,3.29567812546725,3.3960857873917965,multimodal_003
0.972,3.304098834724021,3.5286202983160453,multimodal_003
0.976,3.279382695365066,3.396747227697576,multimodal_003
0.98,3.4747692601175353,3.4390975549521285,multimodal_003
0.984,3.1447385132681522,3.4790473156229544,multimodal_003
0.988,3.3395888463986836,3.556832555713319,multimodal_003
0.992,3.184545829270363,3.3745584818045873,multimodal_003
0.996,3.359421754217865,3.4505199366676944,multimodal_003
1.0,3.3095907777536446,3.6011659236249254,multimodal_003
1.004,3.330631805523552,3.3843286528802077,multimodal_003
1.008,3.3012157346477067,3.524781649062121,multimodal_003
1.012,3.4025592001872154,3.760645179848865,multimodal_003
1.016,3.220741930965101,3.6225176799978613,multimodal_003
1.02,3.3127083606954275,3.494470406321086,multimodal_003
1.024,3.3642681416872002,3.3839606264452007,multimodal_003
1.028,3.2602232870455827,3.478875345137965,multimodal_003
1.032,3.2503254053082036,3.529115332279586,multimodal_003
1.036,3.4282285426525427,3.5831035928053145,multimodal_003
1.04,3.2261190169384233,3.451788530788737,multimodal_003
1.044,3.250628488474684,3.517038394663267,multimodal_003
1.048,3.333676000501369,3.4679147816377327,multimodal_003
1.052,3.1993169461259487,3.4331898542161166,multimodal_003
1.056,3.2645047732513715,3.5023136721488295,multimodal_003
1.06,3.1983792527593096,3.4451279885543613,multimodal_003
1.064,3.1641497794420257,3.4078310978887716,multimodal_003
1.068,3.276771749540172,3.586580311251767,multimodal_003
1.072,3.277968080706246,3.6161186210572565,multimodal_003
1.076,3.0992619430488904,3.5310327684096254,multimodal_003
1.08,3.277457805948312,3.5601861912414705,multimodal_003
